ID	TAGSEQ
cymbalta.Post89.Sentence4	O O O O O O B-SSI O B-SSI O
cymbalta.Post89.Sentence5	O O O O O O O O O O O O O O O B-SSI O O O O B-SSI I-SSI I-SSI I-SSI O B-SSI I-SSI I-SSI I-SSI I-SSI I-SSI O
cymbalta.Post89.Sentence6	O O O O O O O O B-AE I-AE I-AE I-AE I-AE I-AE I-AE O
cymbalta.Post89.Sentence7	O B-AE I-AE I-AE I-AE I-AE I-AE O O B-AE I-AE I-AE I-AE I-AE O
cymbalta.Post89.Sentence8	O O O O O O O O O O
cymbalta.Post89.Sentence9	O O O O O O O B-AE I-AE I-AE I-AE O O O O
cymbalta.Post89.Sentence10	O O O O O O O O O O B-SSI O O O O O O O
cymbalta.Post89.Sentence11	O O O O O O O O O B-SSI O
cymbalta.Post89.Sentence12	O O O O O O O O O O O O O O
cymbalta.Post89.Sentence13	O O O O O O O O O O O O O O O
cymbalta.Post89.Sentence14	O O O O O O O
cymbalta.Post90.Sentence1	O B-SSI O O O O B-SSI I-SSI I-SSI I-SSI O O O O O O O
cymbalta.Post90.Sentence2	B-AE I-AE O
cymbalta.Post90.Sentence3	O O O O O O O
cymbalta.Post90.Sentence4	B-AE I-AE O B-AE O
cymbalta.Post90.Sentence5	O B-AE I-AE O
cymbalta.Post90.Sentence6	O O O O O
cymbalta.Post90.Sentence7	O O O O O O O O O O O O
cymbalta.Post90.Sentence8	O O O O O O O O O O O
cymbalta.Post91.Sentence1	O O O O B-AE O B-AE I-AE O B-AE O
cymbalta.Post91.Sentence2	O O O O O O O O B-AE I-AE I-AE O
cymbalta.Post91.Sentence3	O O O O O O O O O O O O O O O
cymbalta.Post91.Sentence4	O O O O O O O O O O O O O O O O O O O O
cymbalta.Post91.Sentence5	O O O O O O O O O O O O
cymbalta.Post91.Sentence6	O O O O O O O O O O
cymbalta.Post91.Sentence7	O O O O O
cymbalta.Post91.Sentence8	O O O O O
cymbalta.Post91.Sentence9	B-AE I-AE I-AE O O O O
cymbalta.Post91.Sentence10	O O O O O O O O O O O O O O O O
cymbalta.Post91.Sentence11	O O O O O O O O O O O
cymbalta.Post91.Sentence12	O O O O O O O O O
cymbalta.Post92.Sentence1	B-AE I-AE O B-AE I-AE O B-AE O B-AE I-AE I-AE I-AE O
cymbalta.Post92.Sentence2	O O O O O O O B-SSI O O O O O O O
cymbalta.Post92.Sentence3	O O O O O O O O O O O O O O O O B-SSI O O O O O O O
cymbalta.Post92.Sentence4	O O O O O O O O O O O O O O B-AE I-AE I-AE O
cymbalta.Post93.Sentence1	B-AE I-AE O
cymbalta.Post93.Sentence2	O O O O O O O O O O O O O O
cymbalta.Post93.Sentence3	O O O O O O O O O O O
cymbalta.Post93.Sentence4	O O O O O O
cymbalta.Post93.Sentence5	O O O O O O O O O O
cymbalta.Post94.Sentence1	O O B-AE I-AE O B-AE I-AE I-AE I-AE O B-AE O B-AE I-AE O B-AE O O O O O O O B-AE I-AE I-AE I-AE O B-AE I-AE O O B-AE O B-AE O
cymbalta.Post94.Sentence2	O O O O O O O O O O O O O O O B-SSI O B-SSI O
cymbalta.Post94.Sentence3	O O O O O O O O
cymbalta.Post94.Sentence4	O O O O O O O O O O O O O O O
cymbalta.Post94.Sentence5	O O O O O O O O O O O O O B-SSI O
cymbalta.Post94.Sentence6	O O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post94.Sentence7	O O O O O O O O O O O
cymbalta.Post94.Sentence8	O O O O O O O O O O O O
cymbalta.Post94.Sentence9	O O O O O O O O O O O O O O O
cymbalta.Post94.Sentence10	O O O O O O O O O O O O O O O O O O O
cymbalta.Post94.Sentence11	O
cymbalta.Post94.Sentence12	O O O O O O O
cymbalta.Post94.Sentence13	O O O O O O O O O O O O O O O O O O O O
cymbalta.Post94.Sentence14	O O O O O O O O O O O
cymbalta.Post95.Sentence1	B-AE I-AE O
cymbalta.Post95.Sentence2	O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-SSI O
cymbalta.Post95.Sentence3	O O O O O O O O O O O O O O O O O O
cymbalta.Post95.Sentence4	O O O O O O O
cymbalta.Post95.Sentence5	O O B-AE I-AE I-AE I-AE O O
cymbalta.Post95.Sentence6	O O O O O O O O O O O B-SSI O O O O O O O O O O B-SSI O O O O
cymbalta.Post95.Sentence7	O O O O
cymbalta.Post95.Sentence8	O O O B-AE I-AE O
cymbalta.Post95.Sentence9	O B-AE I-AE I-AE I-AE I-AE I-AE I-AE O
cymbalta.Post95.Sentence10	O B-AE I-AE I-AE O
cymbalta.Post95.Sentence11	O O O O O O O
cymbalta.Post95.Sentence12	O O O O O O O O O O O O O O O O O O O
cymbalta.Post95.Sentence13	O O O O O B-SSI O
cymbalta.Post95.Sentence14	O O O O O O O O
cymbalta.Post95.Sentence15	O O O O
cymbalta.Post95.Sentence16	O O O O O O O O
cymbalta.Post95.Sentence17	O O O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post96.Sentence1	B-AE I-AE I-AE I-AE B-AE I-AE I-AE B-AE I-AE B-AE I-AE I-AE I-AE I-AE I-AE I-AE O B-AE I-AE I-AE I-AE I-AE O O O O O O O B-AE I-AE I-AE I-AE I-AE I-AE B-AE I-AE I-AE I-AE I-AE B-AE I-AE B-AE I-AE I-AE I-AE I-AE I-AE B-AE I-AE I-AE I-AE O O O O O B-SSI O B-AE I-AE I-AE O O O
cymbalta.Post96.Sentence2	O O O O O O O O O O O O O O O O O O O O
cymbalta.Post96.Sentence3	O O O O O O O O O O O O O
cymbalta.Post97.Sentence1	B-AE I-AE I-AE I-AE O O O O
cymbalta.Post97.Sentence2	O O O B-AE I-AE O B-AE O O O O O B-AE I-AE O O O O O O B-AE I-AE I-AE O
cymbalta.Post97.Sentence3	O B-AE I-AE O B-AE I-AE O B-AE I-AE O B-AE I-AE I-AE I-AE I-AE O
cymbalta.Post97.Sentence4	O B-SSI O O O O O O O O O O O O
cymbalta.Post97.Sentence5	O O O O O O O O O O O
cymbalta.Post97.Sentence6	O O O B-AE I-AE I-AE I-AE I-AE O
cymbalta.Post97.Sentence7	O O O O O O O O O O O O O
cymbalta.Post97.Sentence8	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post97.Sentence9	O O O O
cymbalta.Post97.Sentence10	O O O O O O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post98.Sentence1	O O
cymbalta.Post98.Sentence2	O O
cymbalta.Post98.Sentence3	O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post98.Sentence4	O O O O O
cymbalta.Post98.Sentence5	O O O O O O O O O O O O O O O O O O O
cymbalta.Post98.Sentence6	O O O O O O O O O O O O O O O O O O O
cymbalta.Post98.Sentence7	O O O O O O O O O O O O O O O B-SSI O
cymbalta.Post98.Sentence8	O O O O O O O O O O O O
cymbalta.Post98.Sentence9	O O O O O O O O O
cymbalta.Post98.Sentence10	O O O O O O O O O O O O O O O O O O O
cymbalta.Post99.Sentence1	O O O O O B-AE I-AE I-AE I-AE O O O O O
cymbalta.Post99.Sentence2	O O O O O B-SSI I-SSI O B-SSI O
cymbalta.Post99.Sentence3	O O O O O O O O O O O O O O O O B-SSI I-SSI O B-SSI O
cymbalta.Post100.Sentence1	B-AE I-AE O B-AE I-AE I-AE O B-AE I-AE O
cymbalta.Post100.Sentence2	B-AE I-AE I-AE O O O O B-AE I-AE I-AE I-AE I-AE O
cymbalta.Post100.Sentence3	O O O O O O O O O O O O O O B-AE O B-AE I-AE O
cymbalta.Post101.Sentence1	B-AE I-AE I-AE I-AE O B-AE I-AE O B-AE I-AE O
cymbalta.Post101.Sentence2	O O O O O O O
cymbalta.Post101.Sentence3	O O O O O O O O O O O O O O O
cymbalta.Post101.Sentence4	O O O O O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post101.Sentence5	O B-AE I-AE O O O O O O O O O O O O O O O O O O B-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE O
cymbalta.Post101.Sentence6	O O O O O O B-AE O
cymbalta.Post101.Sentence7	O B-AE I-AE I-AE O O O O O
cymbalta.Post101.Sentence8	O O O O O O O O O O O O O O O O O O O O
cymbalta.Post102.Sentence1	B-AE I-AE O B-AE I-AE I-AE I-AE I-AE I-AE I-AE O B-AE I-AE I-AE I-AE O O O O O O O O O B-AE O B-AE O
cymbalta.Post102.Sentence2	O O O B-SSI O O O O O O O O O O O O O
cymbalta.Post103.Sentence1	B-AE I-AE O B-AE O B-AE I-AE O B-AE I-AE O B-AE I-AE I-AE O B-AE I-AE O B-AE I-AE O B-AE I-AE I-AE O B-AE I-AE I-AE I-AE O B-AE O
cymbalta.Post103.Sentence2	O O O O O O O O O O O
cymbalta.Post103.Sentence3	O O O O O O O O O O O O O O O O O O O O O O O O O B-AE I-AE I-AE I-AE O B-AE I-AE I-AE I-AE O O O O O
cymbalta.Post104.Sentence1	O O O B-AE I-AE O O O O O O O O O O O B-AE I-AE I-AE I-AE I-AE I-AE O B-AE I-AE O B-AE I-AE I-AE I-AE I-AE I-AE O O O O O O O O O
cymbalta.Post104.Sentence2	O O O O O O O O O O O O O
cymbalta.Post104.Sentence3	O O O O O O O O O O O O
cymbalta.Post104.Sentence4	O O O O O O O O B-AE I-AE O B-AE I-AE O O O O O O O O O O O O O O O O B-AE I-AE I-AE O O B-AE I-AE I-AE O
cymbalta.Post104.Sentence5	B-AE O B-AE I-AE O B-AE I-AE O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post104.Sentence6	O O O O O O O O O O O O O O O O O
cymbalta.Post104.Sentence7	O O O B-AE I-AE I-AE I-AE O O O O O O O O O O O O O
cymbalta.Post104.Sentence8	O O O O B-SSI O O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post104.Sentence9	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post104.Sentence10	O O O O O O O O
cymbalta.Post105.Sentence1	O O O O O O O O O O O O
cymbalta.Post105.Sentence2	O O O O O O O O O O O O O O O O
cymbalta.Post105.Sentence3	O O O
cymbalta.Post105.Sentence4	O O O O O O O O O O O O O
cymbalta.Post105.Sentence5	O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post105.Sentence6	O O O O O O O
cymbalta.Post105.Sentence7	O O O O O O O O O O O
cymbalta.Post105.Sentence8	O O B-SSI O O O O O O
cymbalta.Post106.Sentence1	O O O O O O O O O O O O O O O
cymbalta.Post106.Sentence2	O O O O O O
cymbalta.Post106.Sentence3	O O O O O O O O O
cymbalta.Post106.Sentence4	O O O O O O O O O O O O O
cymbalta.Post107.Sentence1	B-AE I-AE I-AE I-AE O B-AE I-AE I-AE I-AE I-AE O B-AE I-AE I-AE I-AE I-AE I-AE O B-AE O B-AE O B-AE I-AE I-AE I-AE O O O B-AE O B-AE I-AE I-AE I-AE I-AE O
cymbalta.Post107.Sentence2	O O O O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post107.Sentence3	O O O O O O O O O O O O O O O O B-AE I-AE O O O B-AE I-AE I-AE O O O O O O O O O O O
cymbalta.Post107.Sentence4	O O O O
cymbalta.Post107.Sentence5	O
cymbalta.Post108.Sentence1	O O B-AE I-AE I-AE I-AE I-AE O
cymbalta.Post108.Sentence2	O O O O O O O O O O O
cymbalta.Post108.Sentence3	O O O O O O O O O O O O
cymbalta.Post108.Sentence4	O O O O O O O O
cymbalta.Post109.Sentence1	B-AE I-AE O B-AE I-AE I-AE I-AE O
cymbalta.Post109.Sentence2	B-AE I-AE I-AE I-AE O O B-AE I-AE I-AE I-AE I-AE O
cymbalta.Post110.Sentence1	O O O O O O O O O O O O
cymbalta.Post110.Sentence2	O O O O O O O O
cymbalta.Post110.Sentence3	B-AE I-AE I-AE O
cymbalta.Post110.Sentence4	O O O O O O B-AE I-AE I-AE I-AE I-AE O O O O O
cymbalta.Post110.Sentence5	O O O O O
cymbalta.Post110.Sentence6	O O O O O O O
cymbalta.Post110.Sentence7	O O B-SSI O
cymbalta.Post111.Sentence1	O O B-AE I-AE I-AE I-AE I-AE I-AE I-AE O O O O O O O O O O O O
cymbalta.Post111.Sentence2	O O B-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE O O O O O O
cymbalta.Post111.Sentence3	O O O O O O O O O O B-SSI O O O O O O O B-SSI I-SSI O
cymbalta.Post111.Sentence4	O O O O O O O O O O O O O O O O O B-SSI O
cymbalta.Post111.Sentence5	O O O O O O O O O O B-SSI O
cymbalta.Post111.Sentence6	O O B-SSI O O O O O O O O O O O O O O O B-SSI O
cymbalta.Post111.Sentence7	O O O O O O O O O O O O O
cymbalta.Post111.Sentence8	O O O O O O O O O O O O
cymbalta.Post111.Sentence9	O O O O O O O O O O O O O O O O O B-SSI O
cymbalta.Post111.Sentence10	O O O O O O O O O O O O
cymbalta.Post111.Sentence11	O O O O O O O O O
cymbalta.Post112.Sentence1	B-AE I-AE O B-AE I-AE I-AE I-AE O B-AE I-AE O B-AE I-AE O B-AE I-AE O O O O O O O B-AE O B-AE I-AE O B-AE I-AE O B-AE I-AE O B-AE I-AE O B-AE I-AE O B-AE I-AE O B-AE I-AE I-AE I-AE I-AE I-AE O O O O B-AE O B-AE I-AE O B-AE O B-AE I-AE I-AE O
cymbalta.Post112.Sentence2	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post112.Sentence3	O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post112.Sentence4	O O O O O B-AE I-AE O O O O O O O O O O O B-AE I-AE O B-AE I-AE O O O O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post112.Sentence5	O B-AE I-AE O O O O O O B-AE I-AE I-AE I-AE I-AE I-AE O O O O O O O O O O O O B-AE I-AE O O B-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE O O B-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE O O O O
cymbalta.Post112.Sentence6	O O O O O O O O
cymbalta.Post113.Sentence1	B-AE O B-AE I-AE O
cymbalta.Post113.Sentence2	O O O B-AE I-AE O
cymbalta.Post113.Sentence3	O O O O O O O O O
cymbalta.Post113.Sentence4	O O O
cymbalta.Post113.Sentence5	O O O O O
cymbalta.Post113.Sentence6	O O O O O O O O O O O O O O O O O O O O B-AE I-AE I-AE O
cymbalta.Post114.Sentence1	B-AE I-AE I-AE O B-AE I-AE O B-AE I-AE I-AE I-AE I-AE I-AE O
cymbalta.Post114.Sentence2	O O O O O O O O O O O O O O O
cymbalta.Post114.Sentence3	O O O O O O O O O O O
cymbalta.Post114.Sentence4	O O O O O O O O O
cymbalta.Post114.Sentence5	O B-AE I-AE I-AE O B-AE I-AE O O O O O O O O O O O O O O O O O O O O
cymbalta.Post115.Sentence1	O O B-AE I-AE O
cymbalta.Post115.Sentence2	O O O O O O O O O O O O O O O O O O O O
cymbalta.Post115.Sentence3	O O O O O O O O O O O O O O O O O O O O O O O O B-AE O O O O O B-AE I-AE O
cymbalta.Post115.Sentence4	O O O O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post115.Sentence5	O O O O O O O O O O O O O O O O O
cymbalta.Post115.Sentence6	O O
cymbalta.Post116.Sentence1	O O O O O O O O
cymbalta.Post116.Sentence2	O O O O
cymbalta.Post116.Sentence3	O O O O O O O O O O O
cymbalta.Post116.Sentence4	B-AE I-AE I-AE O O
cymbalta.Post116.Sentence5	O O O O O O O
cymbalta.Post116.Sentence6	O O O O O O O O O O O O O O O O O
cymbalta.Post116.Sentence7	O
cymbalta.Post116.Sentence8	B-AE I-AE O
cymbalta.Post116.Sentence9	B-AE O
cymbalta.Post116.Sentence10	O O O O O O O O O O O O B-AE I-AE I-AE I-AE I-AE I-AE I-AE O O O O O O O O O O O O O O O
cymbalta.Post116.Sentence11	O O O O O O O
cymbalta.Post116.Sentence12	B-AE I-AE I-AE O O O
cymbalta.Post116.Sentence13	O O O O
cymbalta.Post117.Sentence1	B-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE O B-AE I-AE O O B-AE I-AE O B-AE I-AE I-AE O B-AE O B-AE I-AE I-AE O O O O O O O B-AE O O O O O O B-AE O B-AE I-AE I-AE O
cymbalta.Post117.Sentence2	O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post117.Sentence3	O O O O O O O O O O O O O O O O O O
cymbalta.Post117.Sentence4	O O O O O O O O O B-AE I-AE O B-AE I-AE I-AE I-AE I-AE O O O O O
cymbalta.Post117.Sentence5	O O O O O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post117.Sentence6	O O O O O O O O O O O
cymbalta.Post118.Sentence1	B-AE I-AE O B-AE O O B-AE I-AE I-AE O
cymbalta.Post118.Sentence2	O O O O O O O O O O O O O O
cymbalta.Post118.Sentence3	O O O O O O O O O O O O O O O O O O O
cymbalta.Post118.Sentence4	O O O B-SSI O O O O B-SSI O O O O O O O
cymbalta.Post118.Sentence5	O O O O O O O O O O O B-AE I-AE O
cymbalta.Post118.Sentence6	O O O O O O O O O O O O O O O O O
cymbalta.Post119.Sentence1	O O O O O O O O O O O
cymbalta.Post119.Sentence2	B-AE I-AE I-AE I-AE I-AE O O O O O O O
cymbalta.Post119.Sentence3	B-AE I-AE O B-AE I-AE I-AE O O O O O O O O O
cymbalta.Post119.Sentence4	O O O O O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post119.Sentence5	O O O O O O B-AE I-AE I-AE O B-AE I-AE O O O O O O O O O O O O O
cymbalta.Post119.Sentence6	O O O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post119.Sentence7	O O O O O O
cymbalta.Post119.Sentence8	O O O O O O O O O O O O O O
cymbalta.Post119.Sentence9	O
cymbalta.Post120.Sentence1	O B-AE I-AE I-AE O O O O O
cymbalta.Post120.Sentence2	O O O O B-AE O
cymbalta.Post120.Sentence3	O O O B-AE I-AE I-AE I-AE O O O O O O O
cymbalta.Post120.Sentence4	O O O O O O O O
cymbalta.Post120.Sentence5	B-AE I-AE I-AE I-AE I-AE O
cymbalta.Post120.Sentence6	B-AE I-AE I-AE O O O O O O O
cymbalta.Post120.Sentence7	O O O O O O O O O O O O O O O
cymbalta.Post120.Sentence8	O O O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post120.Sentence9	O O O O O O O O O O O O
cymbalta.Post120.Sentence10	O O O O O O B-SSI O O O O O O O
cymbalta.Post120.Sentence11	O O O O O O O O O O O O O O O B-AE I-AE I-AE O O O O O O O O O O O
cymbalta.Post120.Sentence12	O O O B-AE I-AE O O O O
cymbalta.Post120.Sentence13	O O O O O O O B-AE I-AE O
cymbalta.Post120.Sentence14	O O O O
cymbalta.Post120.Sentence15	O O O O O B-AE I-AE O O O O
cymbalta.Post120.Sentence16	O O O O O O
cymbalta.Post121.Sentence1	B-AE I-AE O O O O O O O O O
cymbalta.Post121.Sentence2	B-AE I-AE I-AE O B-AE I-AE O B-AE I-AE O
cymbalta.Post121.Sentence3	O O O O O O O O O O O O O O O O O O O O B-AE I-AE O O B-AE I-AE O
cymbalta.Post121.Sentence4	O B-AE I-AE O O O O O O O O O O O B-AE I-AE I-AE O O O O O O O O O O O O O
cymbalta.Post121.Sentence5	O B-AE I-AE I-AE O O B-AE I-AE O O B-AE I-AE I-AE O
cymbalta.Post121.Sentence6	O O O O O O O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post121.Sentence7	O O O O O O O O O O O O O O O B-AE I-AE O O O B-AE I-AE I-AE I-AE O
cymbalta.Post121.Sentence8	O O O O O O O O B-AE O
cymbalta.Post121.Sentence9	O O O O O
cymbalta.Post122.Sentence1	O O B-AE O B-AE I-AE I-AE O
cymbalta.Post122.Sentence2	O O O O O O O
cymbalta.Post122.Sentence3	O O O O O O O O O O O O O O O
cymbalta.Post122.Sentence4	O O O O
cymbalta.Post123.Sentence1	B-AE O B-AE I-AE I-AE O
cymbalta.Post123.Sentence2	O O O O O O O O O
cymbalta.Post123.Sentence3	O O O O O
cymbalta.Post123.Sentence4	O B-AE I-AE I-AE I-AE I-AE I-AE I-AE O O O B-AE I-AE I-AE O O B-AE I-AE I-AE O
cymbalta.Post123.Sentence5	O B-AE I-AE I-AE O O O O O O O O O O O O O O O O B-AE I-AE O B-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE O
cymbalta.Post124.Sentence1	O O O O O O O O O B-AE I-AE I-AE I-AE I-AE O B-AE O
cymbalta.Post124.Sentence2	O O O O O O O O O O O O O O O O O O
cymbalta.Post124.Sentence3	O O O O O O O B-SSI O O O O O O O O O
cymbalta.Post124.Sentence4	O O O O O O O O O O O O O O O O O O O O B-AE I-AE I-AE I-AE I-AE I-AE O
cymbalta.Post124.Sentence5	O O B-AE I-AE I-AE I-AE I-AE I-AE I-AE O
cymbalta.Post124.Sentence6	O O O O O O O O
cymbalta.Post124.Sentence7	O O O O O O O O O
cymbalta.Post125.Sentence1	B-AE O B-AE I-AE O B-AE I-AE O B-AE O B-AE I-AE O
cymbalta.Post125.Sentence2	O O O O O B-SSI O
cymbalta.Post125.Sentence3	O O O O O O O O O O O O O O
cymbalta.Post125.Sentence4	O O O O O O B-SSI O O O O O O O O O O
cymbalta.Post125.Sentence5	O O O O O O O O O O O
cymbalta.Post125.Sentence6	O O O O O O O O O O O O O O O O O O
cymbalta.Post125.Sentence7	O O O O O O O O O O O O O O O O O O O O
cymbalta.Post125.Sentence8	O O O O O O O O O O O O O O O O O
cymbalta.Post125.Sentence9	O O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post126.Sentence1	O O O O
cymbalta.Post126.Sentence2	O O O O
cymbalta.Post126.Sentence3	O O O O O O B-AE I-AE I-AE O
cymbalta.Post126.Sentence4	O O O O O O O O O O
cymbalta.Post126.Sentence5	O O O O O O O
cymbalta.Post127.Sentence1	O O O O O O O O B-AE I-AE O B-AE I-AE I-AE I-AE O B-AE I-AE O B-AE I-AE I-AE O B-AE I-AE O O O
cymbalta.Post127.Sentence2	O O O O O O O O O O O O O O O B-AE I-AE O O O O O O O
cymbalta.Post127.Sentence3	O B-AE I-AE I-AE O O
cymbalta.Post127.Sentence4	O B-AE I-AE I-AE I-AE O
cymbalta.Post127.Sentence5	O O O O O O O
cymbalta.Post128.Sentence1	B-AE I-AE O B-AE I-AE O B-AE I-AE O O O O O O O
cymbalta.Post128.Sentence2	O O O O O O O O B-AE O B-AE O
cymbalta.Post128.Sentence3	O B-AE I-AE I-AE I-AE O O O O O O O O O O O O O O O O O O O
cymbalta.Post128.Sentence4	O O O O O O O O O O O O O O O B-AE I-AE I-AE I-AE I-AE I-AE O
cymbalta.Post128.Sentence5	O O O O O O O O O O O O O O O B-AE O B-AE I-AE I-AE I-AE I-AE O
cymbalta.Post128.Sentence6	O O O O O O O O O O O O O O B-SSI O O O O O O O O O O O O O O
cymbalta.Post129.Sentence1	B-AE I-AE I-AE O O O O O O B-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE O O O O O O O O O O B-AE I-AE O B-AE I-AE O B-AE I-AE O
cymbalta.Post129.Sentence2	O O O O O B-SSI O O O O O O O O O O O O O O
cymbalta.Post129.Sentence3	O O B-AE I-AE O O B-AE I-AE I-AE I-AE O O O O O O O B-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE O
cymbalta.Post129.Sentence4	O O B-AE I-AE I-AE O O O O O O O O O O O O O O O O O
cymbalta.Post130.Sentence1	B-AE O B-AE O B-AE I-AE O B-AE I-AE O B-AE O
cymbalta.Post130.Sentence2	O O O O O O O O O O O O B-AE I-AE O
cymbalta.Post130.Sentence3	B-AE I-AE O B-AE I-AE O
cymbalta.Post130.Sentence4	O O O O O O O O B-SSI O B-SSI O
cymbalta.Post131.Sentence1	O O O O O O O O O O O O O O O O O O O O O O O O O O B-AE I-AE I-AE I-AE I-AE O O O B-AE I-AE O B-AE O B-AE I-AE O O B-AE I-AE I-AE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post131.Sentence2	O O O O O O O O O O O O B-AE I-AE I-AE I-AE O O O O B-AE I-AE O O O O O O B-AE I-AE O O O O O O O O O
cymbalta.Post131.Sentence3	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-SSI I-SSI I-SSI I-SSI O B-SSI I-SSI I-SSI I-SSI I-SSI I-SSI I-SSI I-SSI I-SSI O
cymbalta.Post131.Sentence4	O O O O O O O O
cymbalta.Post131.Sentence5	B-AE I-AE I-AE I-AE I-AE O O O O O
cymbalta.Post131.Sentence6	O O O O O O O O O O O O O
cymbalta.Post131.Sentence7	O O O O O O B-SSI I-SSI I-SSI I-SSI I-SSI I-SSI I-SSI I-SSI O O O O O O O O O O O O O O O O O O O B-SSI O
cymbalta.Post131.Sentence8	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post131.Sentence9	O O O O O O O O O O O O O O O
cymbalta.Post131.Sentence10	O O O O O O O O O O O O O O O O O O
cymbalta.Post132.Sentence1	B-AE O B-AE O B-AE I-AE O O O O O O O
cymbalta.Post132.Sentence2	O O O O O O O O O O
cymbalta.Post132.Sentence3	O B-AE I-AE O O O O O B-AE O B-AE I-AE I-AE O
cymbalta.Post132.Sentence4	O B-AE I-AE I-AE O B-AE I-AE I-AE I-AE O
cymbalta.Post132.Sentence5	O O O O O O O O O O
cymbalta.Post132.Sentence6	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post132.Sentence7	O O O O
cymbalta.Post132.Sentence8	O O O O O O O O O O O
cymbalta.Post133.Sentence1	B-AE I-AE O B-AE O B-AE O
cymbalta.Post133.Sentence2	O O O O O O O O O O O O B-SSI I-SSI
cymbalta.Post134.Sentence1	O O O O O O O
cymbalta.Post134.Sentence2	B-AE I-AE O O O O O
cymbalta.Post134.Sentence3	B-AE I-AE I-AE I-AE O B-AE I-AE I-AE I-AE I-AE I-AE O
cymbalta.Post134.Sentence4	B-AE I-AE I-AE I-AE O
cymbalta.Post134.Sentence5	B-AE I-AE I-AE I-AE I-AE O
cymbalta.Post134.Sentence6	O O O O O O O O O O O B-AE I-AE I-AE I-AE I-AE O
cymbalta.Post134.Sentence7	O B-AE I-AE I-AE I-AE I-AE I-AE O O O B-AE I-AE I-AE I-AE I-AE O
cymbalta.Post134.Sentence8	O O O O B-SSI O O O O
cymbalta.Post134.Sentence9	O O O O
cymbalta.Post134.Sentence10	O O O B-SSI O
cymbalta.Post134.Sentence11	O O O O O O B-SSI O
cymbalta.Post134.Sentence12	O O O O O O O O O
cymbalta.Post135.Sentence1	O O O O O O O O O O O B-AE I-AE I-AE I-AE I-AE I-AE O
cymbalta.Post135.Sentence2	O O O O
cymbalta.Post135.Sentence3	O O O O O O O O O O O O
cymbalta.Post135.Sentence4	O O O B-AE I-AE I-AE I-AE I-AE I-AE O
cymbalta.Post135.Sentence5	O O O B-AE I-AE O O O O O B-AE I-AE O O O B-AE I-AE O
cymbalta.Post136.Sentence1	B-AE I-AE O B-AE I-AE O B-AE O B-AE I-AE O
cymbalta.Post136.Sentence2	O O O O O O O O O O O O O O O O O
cymbalta.Post136.Sentence3	O O O O O O O O O O O O O B-SSI O O O O B-SSI O
cymbalta.Post136.Sentence4	O O O O O O B-SSI I-SSI O O O B-SSI O B-SSI O B-SSI O O O O O O
cymbalta.Post136.Sentence5	O O O O O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post136.Sentence6	O O O O O O O O O B-AE I-AE O O O O O O O O O O O O O O O O O O
cymbalta.Post137.Sentence1	B-AE I-AE O B-AE O B-AE I-AE I-AE I-AE O O O
