ID	SENTENCE
cymbalta.Post90.Sentence7	Reduced dose now to 30 mg and already feel myself coming alive.
cymbalta.Post90.Sentence8	This is a strange med, and I've been on a lot!
cymbalta.Post91.Sentence1	Initially, lose of appetite, sweating , dry mouth , constipation .
cymbalta.Post91.Sentence2	Once body is adjusted, only side affect is rapid weight gain .
cymbalta.Post91.Sentence3	When trying to decrease dose gradually, dizziness, migraines, head spinning, brain zaps, body weakness, nightmares.
cymbalta.Post91.Sentence4	I will admit that this medicine helped me initially, but trying to go off of it is a horrible experience.
cymbalta.Post91.Sentence5	I'm stepping down slowly and even doing that, I've experienced dizzyness, headaches.
cymbalta.Post91.Sentence6	everything I mentioned to the point where I can't function.
cymbalta.Post91.Sentence7	The symptoms are not slight.
cymbalta.Post91.Sentence8	They are extreme and debilitating.
cymbalta.Post91.Sentence9	Gained weight rapidly while on this drug.
cymbalta.Post91.Sentence10	Now, despite following a healthy, moderate diet and regularly exercising, my body will not lose weight.
cymbalta.Post91.Sentence11	I wish my doctor had found another drug for me initially.
cymbalta.Post91.Sentence12	The risks/side effects are not worth the inital relief.
cymbalta.Post92.Sentence1	extreme sweating , flat feeling , anger , halo around head feeling .
cymbalta.Post92.Sentence2	I thought this was supposed to help depression , I think it made it worse!
cymbalta.Post92.Sentence3	After reading the other posts here, I can now see what I thought was signs of depression is actually side effects of the drug.
cymbalta.Post92.Sentence4	I think Cymbalta has made me extremely angry at everyone and has made my obsessive thoughts worse !
cymbalta.Post93.Sentence1	heavy sweating .
cymbalta.Post93.Sentence2	I thought it was great for 5 months, and then it just stopped working.
cymbalta.Post93.Sentence3	I went from 60mg to 120mg and there was no lift.
cymbalta.Post93.Sentence4	I am now on effexor xr.
cymbalta.Post93.Sentence5	A female friend had the same experience after 3 months.
cymbalta.Post94.Sentence1	heart palpitations, chronic constipation , legs weak and heavy , trembling , crying jags , irritability , once or twice a "rage" reaction, very low self esteem , feeling unsafe and insecure, unhappy and scared .
cymbalta.Post94.Sentence2	I'm in the middle of weaning from Effexor XR and adding Cymbalta, since becoming more depressed and anxious recently.
cymbalta.Post94.Sentence3	I have been taking antidepressants for 17 years.
cymbalta.Post94.Sentence4	Now I take Paxil CR, Trazadone for sleep, Xanax XR and Effexor XR every day.
cymbalta.Post94.Sentence5	My doctor recommended switching the Eff to Cymbalta, because of this deeper, developing depression .
cymbalta.Post94.Sentence6	I've been having side effects of the new drug since Day 1, but they became much, much worse as I changed dosages.
cymbalta.Post94.Sentence7	I believe I moved right into a bad crash and withdrawal.
cymbalta.Post94.Sentence8	I had so many of the frightening effects alot of you mentioned.
cymbalta.Post94.Sentence9	I immediately reversed the process, and, boy, do I feel more level, within 2 days.
cymbalta.Post94.Sentence10	I'm going back to Effexor XR, although my doctor told me today to continue the process with the Cymbalta!
cymbalta.Post94.Sentence11	Ugh!
cymbalta.Post94.Sentence12	He also increased the Xanax dosage slightly.
cymbalta.Post94.Sentence13	Frankly, I've had more luck with Xanax added to my regimen than with trying other meds like Zoloft, Wellbutrin, Prozac.
cymbalta.Post94.Sentence14	For me, I find it has a milder, generalized calming effec
cymbalta.Post95.Sentence1	Deep-end mania .
cymbalta.Post95.Sentence2	For the first 3 weeks, life was getting a lot easier and I started to hope that I was going to come out of that long tunnel of depression .
cymbalta.Post95.Sentence3	But at about 4 weeks, I became fascinated with geology and I could not stop picking up rocks.
cymbalta.Post95.Sentence4	My pockets were full of rocks everyday.
cymbalta.Post95.Sentence5	I would take time off work to collect.
cymbalta.Post95.Sentence6	It took me a full 12 weeks to fully realize how delusional I had become (as opposed to moderately depressed but not delusional , before taking Cymbalta.)
cymbalta.Post95.Sentence7	Hm, what else, yes.
cymbalta.Post95.Sentence8	I was also missing meetings !
cymbalta.Post95.Sentence9	My career was at an all time low !
cymbalta.Post95.Sentence10	I kept getting fired .
cymbalta.Post95.Sentence11	(But I was happy, well sort of.)
cymbalta.Post95.Sentence12	If you have the time and inclination to become an artist however, this may be the drug for you.
cymbalta.Post95.Sentence13	It really works great on depression .
cymbalta.Post95.Sentence14	I also got incredibly fascinated with digital photography.
cymbalta.Post95.Sentence15	I was extremely prolific.
cymbalta.Post95.Sentence16	I loved what my senses were bringing me.
cymbalta.Post95.Sentence17	I've got kids though and if I kept taking Cymbalta, I'ld be living in my van by now and not paying child support.
cymbalta.Post96.Sentence1	weight gain (50+ pounds) high blood pressure skin problems tiny wounds would not heal for months , frequently developed into skin infections (e. g. from acne) immune system problems loss of interest in all activities loss of interest in relationships extreme fatigue wanted to sleep all the time could not feel happiness or joy continued to feel depression , have suicidal thoughts under stress .
cymbalta.Post96.Sentence2	Spent 2 months cutting down dose, final withdrawal off of 30 mg dose was agony emotionally and physically for weeks.
cymbalta.Post96.Sentence3	Can't get over how much better I feel now off of this drug.
cymbalta.Post97.Sentence1	Nauseated the first week , then went away.
cymbalta.Post97.Sentence2	Cymbalta makes me very tired and listless ,which in turn made me gain weight , which in turn made me feel more depressed .
cymbalta.Post97.Sentence3	I can't concentrate well, foggy thoughts , poor memory ,and don't want to socialize much .
cymbalta.Post97.Sentence4	Not suicidal anymore, but I don't think Cymbalta had anything to do with that.
cymbalta.Post97.Sentence5	That has always come and left on its own without meds.
cymbalta.Post97.Sentence6	I have a subtle ringing in my ears .
cymbalta.Post97.Sentence7	No real benefit from this med, So I am now weaning myself off.
cymbalta.Post97.Sentence8	I've tried many kinds of anxiety/dep med and nothing works for me,every one so far has been just a "sleeping pill" and I dont want to sleep my life away.
cymbalta.Post97.Sentence9	Not impressed with Cymbalta.
cymbalta.Post97.Sentence10	I dont think I'll ever find something that makes me feel content and happy and help me stop worrying so much, without the sleepy zombie feeling.
cymbalta.Post98.Sentence1	None yet!
cymbalta.Post98.Sentence2	Haven't started.
cymbalta.Post98.Sentence3	I have to say, after reading this site's and others about Cymbalta, I'm a bit freaked out in switching from Zoloft.
cymbalta.Post98.Sentence4	BUT, I gotta say this.
cymbalta.Post98.Sentence5	I would like to know what other medications those who have some of the horror stories here are on.
cymbalta.Post98.Sentence6	I'm no doctor, but it seems like there are some combinations that would explain much of the issues above.
cymbalta.Post98.Sentence7	Also, it seems as though this drug isn't a great treatment for anything other than depression /axiety.
cymbalta.Post98.Sentence8	I know Lilly wants to get the old market penetration, but GEEZ.
cymbalta.Post98.Sentence9	don't use a shovel when you need a screwdriver!
cymbalta.Post98.Sentence10	If I have any of the issues I've read here, you bet I'll be back to let you know.
cymbalta.Post99.Sentence1	Only major side effect was inability to achieve orgasm which I personally found intolerable.
cymbalta.Post99.Sentence2	Really worked great on my general pain & depression .
cymbalta.Post99.Sentence3	Had it not been for the one side effect, I'd likely have continued it indefinitely for Fibro Pain & Depression .
cymbalta.Post100.Sentence1	Extreme sedation , inability to move , excessive sleeping .
cymbalta.Post100.Sentence2	Digestive tract discomfort which has lead to a flare up of IBS .
cymbalta.Post100.Sentence3	May be a good drug, but I can't take it anymore because of the sedation and stomach problems .
cymbalta.Post101.Sentence1	Drastic drop in libido , profuse sweating , decreased appetite .
cymbalta.Post101.Sentence2	I really don't know what to do.
cymbalta.Post101.Sentence3	I was switched to Cymbalta from Pristiq for cost reasons because I have no insurance.
cymbalta.Post101.Sentence4	I have MS and all my meds are very expensive, so my MD signed me up for an assistance plan and Cymbalta is on it.
cymbalta.Post101.Sentence5	The decreased libido is a major problem because I truly love my husband of 14 years, but I have a VERY difficult time being interested on an intimate level .
cymbalta.Post101.Sentence6	I also cannot deal with the sweating .
cymbalta.Post101.Sentence7	I sweat so profusely that it has become embarrassing.
cymbalta.Post101.Sentence8	I have taken Lexapro successfully in the past and I am thinking about trying that again, regardless of the cost.
cymbalta.Post102.Sentence1	decreased appetite , nausea (went away after a few days) , some sudden dizzy spells (last a few seconds to a minute or two), constipation , gas .
cymbalta.Post102.Sentence2	it helps w/the depression but I still feel pretty lousy - just bounce back a little easier
cymbalta.Post103.Sentence1	dry mouth , headaches , lowered libido , hot flashes , irregular sleep pattern ( insomnia like ), hitting "wall" - brain stops working , poor short term memory , fatigue .
cymbalta.Post103.Sentence2	Initially Cymbalta took away my Fibro pain and I loved it!
cymbalta.Post103.Sentence3	But I think there is a life cycle to taking it, maybe 5 years or so; when they increased it to 90mg (April 2012) my cognition got noticeably worse , fatigue got much worse , every side effect amplified
cymbalta.Post104.Sentence1	INTENSE HOT FLASHES, PROFUSE SWEATING , particularly severe with stress and when too hungry - can get to the point of soaking , dripping sweat , soaked clothes, bed, chair, car seat , total embarrassment, happens worst at most inappropriate times.
cymbalta.Post104.Sentence2	No one seems to understand why this happens, so embarrassing, even family mystified.
cymbalta.Post104.Sentence3	It seems only a VERY TOXIC drug would have this side effect.
cymbalta.Post104.Sentence4	Now, after 9 months, constant dull (sinus) headache, constant insomnia , caffeine intolerant (1 cup coffee = heart pounding, headache, agitation, uncomfortable for rest of day), 3 months ago weight started increasing , now 40 pounds heavier !
cymbalta.Post104.Sentence5	Isolating , fuzzy headed , poorer concentration now 9 months after switching to Cymbalta, time to switch back or on to another SSNRI/SNRI or hopefully, maybe, something better!
cymbalta.Post104.Sentence6	Effexor was on a similar uncomfort scale to Cymbalta for me, increased blood pressure, hot flashes/heat, sweating.
cymbalta.Post104.Sentence7	Cymbalta, however, has decreased ability to orgasm much less than Effexor or Zoloft, Paxil caused much worse (totally intolerable) headaches.
cymbalta.Post104.Sentence8	Cymbalta has helped with depression , but I've had better success with much less, unpleasant side effects from other medications, and soon I will be switching back.
cymbalta.Post104.Sentence9	PLEASE - be careful with Cymbalta and all other SSNRIs/SSRIs, report all side effects, withdraw VERY SLOWLY - dizziness, "brain zaps", blackouts are inevitable result of withdrawing too quickly from all of this class, ONE MUST SHAVE PILLS DOWN BY CRUMBS IN DECREASING DOSE OVER LONG PERIOD OF TIME WHEN WITHDRAWING, A MG. AT A TIME - IF THIS IS NOT FOLLOWED CLOSELY, DANGEROUS AND UNPLEASANT WITHDRAWAL SYNDROME (SEROTONIN SYNDROME) RESULTS, AS SO MANY OF US HAVE REPORTED AND ARE FAMILIAR WITH!
cymbalta.Post104.Sentence10	Please be careful, good luck, and good health.
cymbalta.Post105.Sentence1	don't experience side affects while on Cymbalta but when I am off.
cymbalta.Post105.Sentence2	If I forget even a single day of this medicine I feel completely gone the next.
cymbalta.Post105.Sentence3	Dizzy, lightheaded, tired.
cymbalta.Post105.Sentence4	It makes me think it works i guess but I hate the withdrawals.
cymbalta.Post105.Sentence5	I forgot to call in my prescription once and had to skip for a whole weekend (this was the first time).
cymbalta.Post105.Sentence6	I was DEAD for the next week.
cymbalta.Post105.Sentence7	I wanted to do nothing but sleep and sleep and sleep.
cymbalta.Post105.Sentence8	It helps depression but beware of the horrible withdrawals.
cymbalta.Post106.Sentence1	Have been on it 12 days, along with 60 mg prozac (4+ years on that).
cymbalta.Post106.Sentence2	Have not seen major improvements yet.
cymbalta.Post106.Sentence3	Am wondering how long it takes to "kick in"?
cymbalta.Post106.Sentence4	Am on 30 mg - wondering if I should be on 60 mg?
cymbalta.Post107.Sentence1	complete indifference towards sex , inability to get an erection , severe pain in my right jaw , headache , nausea , an odd gag reflex when I yawned, insomnia , feeling of being "strung out" .
cymbalta.Post107.Sentence2	Cymbalta did what I needed it to, for the most part-it gave me concentration, the ability to stay awake, and improved my mood greatly.
cymbalta.Post107.Sentence3	However, the side effects were too severe; I was taking 30mg I could not endure the total impotence and feared a permanent sexual effect , and I never once felt sleepy while on the medicine.
cymbalta.Post107.Sentence4	I also just felt.
cymbalta.Post107.Sentence5	weird.
cymbalta.Post108.Sentence1	Made me gain a quick 15 pounds .
cymbalta.Post108.Sentence2	I work out daily and did not change my calorie intake.
cymbalta.Post108.Sentence3	Switched to wellbutrin and have allread lost 8 pnds with out trying.
cymbalta.Post108.Sentence4	It works well for some but not me.
cymbalta.Post109.Sentence1	Emotionally numb , wasn't happy or sad .
cymbalta.Post109.Sentence2	No libido at all , was unable to orgasm from sex .
cymbalta.Post110.Sentence1	The first week I was on it, I threw up every day.
cymbalta.Post110.Sentence2	My doctor begged me to tough it out.
cymbalta.Post110.Sentence3	Lost 10 pounds .
cymbalta.Post110.Sentence4	Other than that bad week of not being able to eat , no other side effects.
cymbalta.Post110.Sentence5	Still unsure if it's working.
cymbalta.Post110.Sentence6	Haven't noticed any improvement in my mood.
cymbalta.Post110.Sentence7	still very depressed .
cymbalta.Post111.Sentence1	Nausea and stomach cramping the first couple of days ; was somewhat better if I ate small amounts of food frequently.
cymbalta.Post111.Sentence2	It also made me very hungry when I first started it and whenever I increased dosage.
cymbalta.Post111.Sentence3	I have found Cymbalta to be helpful in reducing my anxiety , but not as effective for my chronic depression .
cymbalta.Post111.Sentence4	Before, I was starting to drink a glass or 2 of wine at night to reduce my anxiety .
cymbalta.Post111.Sentence5	Now I don't feel any need to drink to reduce anxiety anymore.
cymbalta.Post111.Sentence6	As for depression , I took prozac years ago, and found that much more effective in eliminating my depression .
cymbalta.Post111.Sentence7	But Prozac also raised the threshold on other feelings, which I didn't like.
cymbalta.Post111.Sentence8	Cymbalta seems to have a lower threshold in terms of blocking feelings.
cymbalta.Post111.Sentence9	So I still get the good feelings, which I like, but unfortunately I also still get the depression .
cymbalta.Post111.Sentence10	For perimenopause, at first it seemed to help reduce the emotional over-reacting.
cymbalta.Post111.Sentence11	But it seems less effective in doing so lately.
cymbalta.Post112.Sentence1	vivid dreams , clenching of the jaw , dry mouth , night sweats , interupted sleep , needing the toilet in the night, insomnia , weight gain , craving carbs , binge eating , weak joints , muscle tiredness , emotional numbness - feeling of not caring about anything or anyone,loss of labido, itching , excessive yawning and tiredness , short attention span .
cymbalta.Post112.Sentence2	prescribed 30mg cymbalta feb07 which didnt do much,i ad bin really suicidal b4 taking this med & ad attempted suicide 2x b4 being put on cymbalta & it stopped me from wanting 2 kill myself but my mood wasnt any better so my dose was increased 2 60mgi ad the side effects listed with the lower dose but they increased with the higher dose.
cymbalta.Post112.Sentence3	i excercise ALOT & train really hard, sometimes 2x daily @ gym,i do dance & cheerleading also & im very active.
cymbalta.Post112.Sentence4	since taking cymbalta i av gained 14lbs which i CANT loose no matter how hard i try,im also craving carbs & binge eating which iv neva done b4) i av also found that when training @ gym my joints r weaker & i av 2 wear supports.
cymbalta.Post112.Sentence5	the emotional numbness as affected me most as im @ risk of losing my partner who as bin there 4me thru it all but i just av no feelings & i dont seem 2 care how much i hurt him ,i also feel like ill lose my friends & family if im not careful.
cymbalta.Post112.Sentence6	my grandad passed away recently & i barely
cymbalta.Post113.Sentence1	Catatonic , no emotion .
cymbalta.Post113.Sentence2	Severe palpitations and irregular heartbeat .
cymbalta.Post113.Sentence3	Stopped taking it and two weeks later still irregular.
cymbalta.Post113.Sentence4	Seeking cardiovascular treatment.
cymbalta.Post113.Sentence5	It DID help combat fatigue.
cymbalta.Post113.Sentence6	I was able to function physically like a normal human being again for the first time in years, but I had no emotion whatsoever.
cymbalta.Post114.Sentence1	loss of appetite , weight loss , nausea (subsided after a few days) .
cymbalta.Post114.Sentence2	I switched off of Prozac after being on that for around 2 years or so.
cymbalta.Post114.Sentence3	I was hit with a lot of side effects of Cymbalta.
cymbalta.Post114.Sentence4	My psychiatrist wants to now switch me to Zoloft.
cymbalta.Post114.Sentence5	The loss of appetite and weight loss was one of the main side effects I had, I am already underweight, and losing weight isn't good for me
cymbalta.Post115.Sentence1	definatly get real nausious .
cymbalta.Post115.Sentence2	I am having strong flu like symtoms but I am coming off of effexor and that has always been hardcore.
cymbalta.Post115.Sentence3	I have been on effexor for 11 years and it has help me funtion and provide for my family, but I have been really tired and have to contantly fight weight gain .
cymbalta.Post115.Sentence4	I have noticed that I have a little more energy and more mental clarity in the short time that I have been on Cymbalta.
cymbalta.Post115.Sentence5	I'm going to stick it out and give this new drug several months before making a decision.
cymbalta.Post115.Sentence6	God bless
cymbalta.Post116.Sentence1	Occasional dryness of mouth & constipation at first.
cymbalta.Post116.Sentence2	Slept like a baby.
cymbalta.Post116.Sentence3	No real mood change, but decision making became a lot easier.
cymbalta.Post116.Sentence4	Rapid heart beat at times.
cymbalta.Post116.Sentence5	Felt calmer, but also had less energy.
cymbalta.Post116.Sentence6	Some blurriness of vision which I didn't attribute to the medicine until I went off 2 wks.
cymbalta.Post116.Sentence7	ago.
cymbalta.Post116.Sentence8	Mild headaches .
cymbalta.Post116.Sentence9	Lightheadedness .
cymbalta.Post116.Sentence10	Low dose (20 mg) One weird side effect I had was an occasional feeling of heaviness in my calves that gradually increased and became painful, almost like the blood was pooling in my legs.
cymbalta.Post116.Sentence11	Discontinued medication, using Motrin to pre-empt headaches.
cymbalta.Post116.Sentence12	Still feel lightheaded now & then.
cymbalta.Post116.Sentence13	Next: Wellbutrin(energy) or nothing.
cymbalta.Post117.Sentence1	constant numbness on the right side of my body , tingling fingers , unexplained extreme yawning , trouble staying asleep , anxiety , accelerated heart rate in mornings, dry-mouth when working out, new sweating that continues hours after working out, constipation , loss of appetite /cravings.
cymbalta.Post117.Sentence2	I had lots of side effects the first 2-3 days of being on the 30 mg tablet, but most went away.
cymbalta.Post117.Sentence3	I was kicked up to 60 mg starting week 2) I felt much better, although not completely better.
cymbalta.Post117.Sentence4	4-5 weeks into 60 mg I started to have extreme numbness & tingling on my right hand , arm, side, shoulder blade.
cymbalta.Post117.Sentence5	I continued having the listed side effects at week 5) Doctors are unable to explain the numbness and think it is not associated with cymbalta.
cymbalta.Post117.Sentence6	Numbness diminished after stopping the medicine & starting a new anti-depressant.
cymbalta.Post118.Sentence1	decreased appetite , fatigue , maybe a little "foggy" .
cymbalta.Post118.Sentence2	It's only been four days, but I'm not experiencing anything negative with this drug.
cymbalta.Post118.Sentence3	Not feeling much happier, but I know it takes a couple weeks for the drug to kick in completely.
cymbalta.Post118.Sentence4	Due to my depression , I am always fatigue d so that part doesn't bother me.
cymbalta.Post118.Sentence5	And I'm 50 pounds overweight, so I'm not complaining about the decreased appetite !
cymbalta.Post118.Sentence6	I'm taking 30 mg each morning, I'm sure I'll be posting again in a week or two.
cymbalta.Post119.Sentence1	Short term: dizziness,nausea,confusion, and headaches for about 10 days or so.
cymbalta.Post119.Sentence2	Long term: extremely graphic nightmares , night sweats(especially in winter), 30 lb.
cymbalta.Post119.Sentence3	weight gain , sexual side effects , extremely unhappy with all of these side effects.
cymbalta.Post119.Sentence4	I feel somewhat more stable than when off of this type of medicine, but I am also so unhappy with the long term side effects.
cymbalta.Post119.Sentence5	Also, I am still experiencing some major depressive episodes and invasive thoughts , which makes me question if the cure is worse than the disease.
cymbalta.Post119.Sentence6	I want to get off of it, but I fear feeling the way I did prior to taking any antidepressant, which was horrible.
cymbalta.Post119.Sentence7	Others taken include Paxil and Lexapro.
cymbalta.Post119.Sentence8	I am at a real crossroad right now and don't know what to do.
cymbalta.Post119.Sentence9	Help?
cymbalta.Post120.Sentence1	have gained 30 lbs since I began taking this.
cymbalta.Post120.Sentence2	I have never been overweight before.
cymbalta.Post120.Sentence3	Also, oddly my cholesterol has jumped up over 50 points in the last year.
cymbalta.Post120.Sentence4	Which can be a side effect of Cymbalta.
cymbalta.Post120.Sentence5	Very sleepy all the time .
cymbalta.Post120.Sentence6	Hard time focusing and if I miss dose look out.
cymbalta.Post120.Sentence7	I become very irritable, not to mention I experience brain zaps similar to paxil withdrawal.
cymbalta.Post120.Sentence8	Having been involved in a lawsuit with glaxosmithkline due to the effects of paxil withdrawal I am very concerned about stopping this drug.
cymbalta.Post120.Sentence9	However, I am not willing to be a depressed huge woman either.
cymbalta.Post120.Sentence10	The drug has helped with the depression , however the side effects are awful.
cymbalta.Post120.Sentence11	If you think giving a depressed woman who has never had a weight problem, an extra 30 lbs to carry around is a good idea you would be mistaken.
cymbalta.Post120.Sentence12	So mostly the weight issue is a big deal.
cymbalta.Post120.Sentence13	I swear the drug makes me very, very hungry .
cymbalta.Post120.Sentence14	It is quite bizarre.
cymbalta.Post120.Sentence15	Also, I also just seem mostly numb which is pretty scary.
cymbalta.Post120.Sentence16	I dont like feeling like that.
cymbalta.Post121.Sentence1	Vivid dreams , and remember them in such great detail !
cymbalta.Post121.Sentence2	Increased sex drive , reduced appetite , neck pain .
cymbalta.Post121.Sentence3	I haven't been taking this drug too long and I am stopping because of the dryness it causes in my eyes (swollen) and my scalp (scratching) .
cymbalta.Post121.Sentence4	I can't read or focus my eyes because of the dryness and burning, my eyelids are swollen and, although it has helped somewhat with fibro pain, it's not worth it.
cymbalta.Post121.Sentence5	Also, affects sleep patterns , I'm exhausted earlier , but can't sleep well .
cymbalta.Post121.Sentence6	I've been on Zoloft for years, and we tried Cymbalta because my doctor felt I had gotten too used to Zoloft and it wasn't helping as much.
cymbalta.Post121.Sentence7	When I first tried Cymbalta, I stopped after a week or two because I was so angry , I was biting off everyone's head .
cymbalta.Post121.Sentence8	Stopped and started again and now experienced this dryness .
cymbalta.Post121.Sentence9	I won't try it again.
cymbalta.Post122.Sentence1	HUGE costipation, somnolence , loss of libido .
cymbalta.Post122.Sentence2	it seems to be uneffective to me.
cymbalta.Post122.Sentence3	I completely had to change med to stay well al least of my real state.
cymbalta.Post122.Sentence4	i don't recommend it.
cymbalta.Post123.Sentence1	insomnia , loss of appetite *.
cymbalta.Post123.Sentence2	I took Cymbalta because I was out of Lexapro.
cymbalta.Post123.Sentence3	Cymbalta lifted my mood more.
cymbalta.Post123.Sentence4	My mind raced at 100 miles a minute , but my body was exhausted , so sleep was slim .
cymbalta.Post123.Sentence5	The loss of appetite I wasn't sure to attritube to the Cymbalta because I'm a finicky eater anyway, but I couldn't function with only 5 hours of sleep in 10 days .
cymbalta.Post124.Sentence1	didnt want to eat first two weeks, cant sleep, felt sick when working out / shaking .
cymbalta.Post124.Sentence2	when i first started taking cymbalta i started at 30 mg and i took that for a month.
cymbalta.Post124.Sentence3	and i saw no differneces in my depression but my mom said i was a little happier.
cymbalta.Post124.Sentence4	then i was given 60 mg and i have been taking that for about 3 weeks now and i have highs and lows all the time .
cymbalta.Post124.Sentence5	i either wanna go out or stay in bed .
cymbalta.Post124.Sentence6	it really hasnt made me much happier though.
cymbalta.Post124.Sentence7	but i hope with time it will help me.
cymbalta.Post125.Sentence1	Sweating , hand tremors , racing heart , insomnia , bizarre dreams .
cymbalta.Post125.Sentence2	Cymbalta definitely helped with the depression .
cymbalta.Post125.Sentence3	In 3 weeks it was gone, as was my anger and inability to focus.
cymbalta.Post125.Sentence4	It's been somewhat effective with the anxiety , but I find valium works much better for that.
cymbalta.Post125.Sentence5	As with any antidepressant, please, please be careful when taking this.
cymbalta.Post125.Sentence6	And even though I found it effective, I agree that it is horrid to wean off of it.
cymbalta.Post125.Sentence7	I've been going down 5 mg at a time a week at a time, and even so I've had withdrawls.
cymbalta.Post125.Sentence8	I find taking just 1 mg of valium per day has helped a lot with the withdrawls.
cymbalta.Post125.Sentence9	I had a friend who also went off Cymbalta and she took Adivan to help with withdrawls and that worked for her.
cymbalta.Post126.Sentence1	No physical side effects.
cymbalta.Post126.Sentence2	I felt better .
cymbalta.Post126.Sentence3	but at the same time felt completely "flat" emotionally .
cymbalta.Post126.Sentence4	I chose to go off the medication for that reason.
cymbalta.Post126.Sentence5	Had no difficulty with going off cymbalta.
cymbalta.Post127.Sentence1	first 3-4 months I was doing great, then disrupted sleep began, waking up every hour , night sweats , craving for sugar , low motivation to do anything.
cymbalta.Post127.Sentence2	I started on 30mg and went up to 60mg Couldn't tolerate 60mg, it rendered me completely sleepless and with metallic taste in my mouth.
cymbalta.Post127.Sentence3	The cravings for sweets are annoying.
cymbalta.Post127.Sentence4	I feel like a junkie .
cymbalta.Post127.Sentence5	As of today I'm switching to Lexapro.
cymbalta.Post128.Sentence1	major constipation , weight gain , night sweats , excessive sweating (mostly face and head).
cymbalta.Post128.Sentence2	I started on this and immediately noticed the constipation and sweating .
cymbalta.Post128.Sentence3	My hair would be drenched by the time I got to work in the morning - even with the AC on in the car.
cymbalta.Post128.Sentence4	Doc put me on something for that and it worked during the day but I wake up nightly with soaked clothes .
cymbalta.Post128.Sentence5	I thought I could deal with it but after 4 months, I am feeling the exhaustion of not getting full nights' sleep .
cymbalta.Post128.Sentence6	I like the overall way I feel - not too pumped up but not depressed , but the lack of sleep has led me to yet another failed medication.
cymbalta.Post129.Sentence1	extreme dry mouth , to the point where I constantly felt as if something was stuck in my throat which would in turn cause me to have an anxiety/ panic attack , decreased appetite , severe insomnia .
cymbalta.Post129.Sentence2	Cybalta definitely helped with my depression but the side effects really took a toll on me after only a week.
cymbalta.Post129.Sentence3	I had barely slept and had lost over 6 pounds within the first week because just the thought of food would make me sick to my stomach .
cymbalta.Post129.Sentence4	I was constantly drinking water and had to have a bottle by my side at all times, it was just incredibly uncomfortable.
cymbalta.Post130.Sentence1	Nausea , diarrhea , upset stomach , dry mouth , sleepiness .
cymbalta.Post130.Sentence2	I have only been on 30mg for 4 days and have the extreme runs .
cymbalta.Post130.Sentence3	Upset stomach and no appetite .
cymbalta.Post130.Sentence4	Pain in minimal though and I feel less anxious and depressed .
cymbalta.Post131.Sentence1	started out on 60mg, which was a way too high dosage to start out on- lay on my bed for 2 days staring at the ceiling, not being able to move ; also experienced blurred vision , nausea , excessive sleepiness , yet inability to sleep - Was so paranoid after this episode that I didn't take it for a month again, but t my doctor recommended that I rather slowly get used to the drug, taking 30 mg every second day, and gradually increasing the dosage - Second time round the side effects in the first week were minimal and even quite pleasant- had so much energy that I could get by with 4 hours sleep.
cymbalta.Post131.Sentence2	This stabilised later on though - As I upped my dosage, my libido started taking strain though and I had trouble sleeping - At 60mg, I started experiencing excessive sleepiness , needing a nap at least once every afternoon.
cymbalta.Post131.Sentence3	I tried Cymbalta at difference dosages and my general impression when I was taking 30mg and later 60mg day was that Cymbalta helped a great deal for my anxiety- I just felt in control again and stupid chores didn't seem like such a big deal anymore.
cymbalta.Post131.Sentence4	At 60mg however, my sleepiness just became unbearable.
cymbalta.Post131.Sentence5	Needing a nap every afternoon just isn't OK for me.
cymbalta.Post131.Sentence6	My libido also just did a disappearance act, which I simply couldn't handle.
cymbalta.Post131.Sentence7	Despite helping with anxiety, I just didn't feel like my mood was lifted sufficiently and that I almost didn't feel like myself anymore- almost just too calm (where I like certain of my manic traits).
cymbalta.Post131.Sentence8	- I quit Cymbalta two weeks ago and I must comment that I didn't experience the horror withdrawal symptoms that everyone talks about, but perhaps because I slowly reduced my dosages.
cymbalta.Post131.Sentence9	I'm now taking Wellbutrin SR and this seems to be doing the trick for me.
cymbalta.Post131.Sentence10	I reckon that I perhaps just needed a difference class of drugs - So, in my experience, C
cymbalta.Post132.Sentence1	Nausea , vertigo and extreme fatigue to begin with (first week or so).
cymbalta.Post132.Sentence2	Emotions were very flat for the first month or so.
cymbalta.Post132.Sentence3	The nausea subsided but still suffer from the fatigue and horrible night sweats .
cymbalta.Post132.Sentence4	Also very low libido and anorgasmic (difficulty achieving orgasm) .
cymbalta.Post132.Sentence5	Finding it very difficult to come off the medication now.
cymbalta.Post132.Sentence6	Very severe withdrawl after only one day of not taking the drug, which include disorientation, vertigo, nausea and what they (weblog which supports users coming off Cymbalta) call 'brain-zaps' where you experience some kind of electrical shock type feeling in your brain.
cymbalta.Post132.Sentence7	Very disconcerting and unpleasant!
cymbalta.Post132.Sentence8	As a result I am afraid of coming off the medication.
cymbalta.Post133.Sentence1	dry mouth , insomnia , anxiety .
cymbalta.Post133.Sentence2	it only somewhat works,i still need to take buspar to help relieve residual anxiety
cymbalta.Post134.Sentence1	I've been on this medication for years.
cymbalta.Post134.Sentence2	Major constipation ; fiber does not help.
cymbalta.Post134.Sentence3	Confusion is really bad , lack of concentration is very bad .
cymbalta.Post134.Sentence4	Short term memory loss .
cymbalta.Post134.Sentence5	Loss interest in doing anything .
cymbalta.Post134.Sentence6	I can sit for hours day in and day out with no interest in usual pastimes .
