ID	TAG	ENTITYSTR
cymbalta.Post83.Sentence5	AE	foggy brain
cymbalta.Post83.Sentence5	AE	just stoned
cymbalta.Post83.Sentence8	SSI	anxiety
cymbalta.Post83.Sentence14	AE	cant stay home being stoned
cymbalta.Post83.Sentence14	AE	exausted
cymbalta.Post84.Sentence2	AE	feel sluggish
cymbalta.Post84.Sentence2	AE	unmotivated
cymbalta.Post84.Sentence2	AE	pain
cymbalta.Post84.Sentence2	SSI	depression
cymbalta.Post86.Sentence1	AE	nausea at first only
cymbalta.Post87.Sentence1	AE	can't stop yawning
cymbalta.Post87.Sentence1	AE	wake up in the middle of the night
cymbalta.Post87.Sentence1	AE	so tired during the day
cymbalta.Post87.Sentence2	AE	like a zombie
cymbalta.Post87.Sentence4	AE	exausted during the day
cymbalta.Post87.Sentence4	AE	waking up in the night
cymbalta.Post87.Sentence6	AE	totally constipated
cymbalta.Post88.Sentence1	AE	Very Sleepy throughout the day
cymbalta.Post88.Sentence1	AE	nauseous
cymbalta.Post88.Sentence1	AE	pain actually got worse
cymbalta.Post88.Sentence1	AE	could not sleep good at night
cymbalta.Post89.Sentence1	AE	Brain shocks in the beginning
cymbalta.Post89.Sentence2	AE	Loss of appetite
cymbalta.Post89.Sentence2	AE	more thirsty than usual
cymbalta.Post89.Sentence3	AE	Decrease in Libido
cymbalta.Post89.Sentence4	SSI	 Depression
cymbalta.Post89.Sentence4	SSI	Fibromyalgia
cymbalta.Post89.Sentence5	SSI	depression
cymbalta.Post89.Sentence5	SSI	regulate my sleep cycle
cymbalta.Post89.Sentence5	SSI	get up earlier in the morning
cymbalta.Post89.Sentence6	AE	have not had one good night sleep
cymbalta.Post89.Sentence7	AE	wake up about every two hours
cymbalta.Post89.Sentence7	AE	very restless throughout the night
cymbalta.Post89.Sentence9	AE	feel even more anxious
cymbalta.Post89.Sentence10	SSI	ruminating
cymbalta.Post89.Sentence11	SSI	depression
cymbalta.Post90.Sentence1	SSI	depression
cymbalta.Post90.Sentence1	SSI	low-moderate level at times
cymbalta.Post90.Sentence2	AE	Emotionally numb
cymbalta.Post90.Sentence4	AE	Felt numb
cymbalta.Post90.Sentence4	AE	robot-like
cymbalta.Post90.Sentence5	AE	couldn't orgasm
cymbalta.Post91.Sentence1	AE	sweating
cymbalta.Post91.Sentence1	AE	dry mouth
cymbalta.Post91.Sentence1	AE	constipation
cymbalta.Post91.Sentence2	AE	rapid weight gain
cymbalta.Post91.Sentence9	AE	Gained weight rapidly
cymbalta.Post92.Sentence1	AE	extreme sweating
cymbalta.Post92.Sentence1	AE	flat feeling
cymbalta.Post92.Sentence1	AE	anger
cymbalta.Post92.Sentence1	AE	halo around head feeling
cymbalta.Post92.Sentence2	SSI	depression
cymbalta.Post92.Sentence3	SSI	depression
cymbalta.Post92.Sentence4	AE	obsessive thoughts worse
cymbalta.Post93.Sentence1	AE	heavy sweating
cymbalta.Post94.Sentence1	AE	chronic constipation
cymbalta.Post94.Sentence1	AE	legs weak and heavy
cymbalta.Post94.Sentence1	AE	trembling
cymbalta.Post94.Sentence1	AE	crying jags
cymbalta.Post94.Sentence1	AE	irritability
cymbalta.Post94.Sentence1	AE	very low self esteem
cymbalta.Post94.Sentence1	AE	feeling unsafe
cymbalta.Post94.Sentence1	AE	unhappy
cymbalta.Post94.Sentence1	AE	scared
cymbalta.Post94.Sentence2	SSI	depressed 
cymbalta.Post94.Sentence2	SSI	anxious
cymbalta.Post94.Sentence5	SSI	depression
cymbalta.Post95.Sentence1	AE	Deep-end mania
cymbalta.Post95.Sentence2	SSI	depression
cymbalta.Post95.Sentence5	AE	take time off work 
cymbalta.Post95.Sentence6	SSI	delusional
cymbalta.Post95.Sentence6	SSI	delusional
cymbalta.Post95.Sentence8	AE	missing meetings
cymbalta.Post95.Sentence9	AE	career was at an all time low
cymbalta.Post95.Sentence10	AE	kept getting fired
cymbalta.Post95.Sentence13	SSI	depression
cymbalta.Post96.Sentence1	AE	weight gain (50+ pounds)
cymbalta.Post96.Sentence1	AE	high blood pressure
cymbalta.Post96.Sentence1	AE	skin problems
cymbalta.Post96.Sentence1	AE	tiny wounds would not heal for months
cymbalta.Post96.Sentence1	AE	frequently developed into skin infections
cymbalta.Post96.Sentence1	AE	loss of interest in all activities
cymbalta.Post96.Sentence1	AE	loss of interest in relationships
cymbalta.Post96.Sentence1	AE	extreme fatigue
cymbalta.Post96.Sentence1	AE	wanted to sleep all the time
cymbalta.Post96.Sentence1	AE	could not feel happiness
cymbalta.Post96.Sentence1	AE	have suicidal thoughts
cymbalta.Post96.Sentence1	SSI	depression
cymbalta.Post97.Sentence1	AE	Nauseated the first week
cymbalta.Post97.Sentence2	AE	very tired 
cymbalta.Post97.Sentence2	AE	listless
cymbalta.Post97.Sentence2	AE	gain weight
cymbalta.Post97.Sentence2	AE	feel more depressed
cymbalta.Post97.Sentence3	AE	can't concentrate
cymbalta.Post97.Sentence3	AE	foggy thoughts
cymbalta.Post97.Sentence3	AE	poor memory
cymbalta.Post97.Sentence3	AE	don't want to socialize much
cymbalta.Post97.Sentence4	SSI	suicidal
cymbalta.Post97.Sentence6	AE	subtle ringing in my ears
cymbalta.Post98.Sentence7	SSI	 depression
cymbalta.Post99.Sentence1	AE	inability to achieve orgasm
cymbalta.Post99.Sentence2	SSI	 general pain
cymbalta.Post99.Sentence2	SSI	depression
cymbalta.Post99.Sentence3	SSI	Fibro Pain
cymbalta.Post99.Sentence3	SSI	Depression
cymbalta.Post100.Sentence1	AE	Extreme sedation
cymbalta.Post100.Sentence1	AE	inability to move
cymbalta.Post100.Sentence1	AE	excessive sleeping
cymbalta.Post100.Sentence2	AE	Digestive tract discomfort
cymbalta.Post100.Sentence2	AE	a flare up of IBS
cymbalta.Post100.Sentence3	AE	sedation
cymbalta.Post100.Sentence3	AE	stomach problems
cymbalta.Post101.Sentence1	AE	Drastic drop in libido
cymbalta.Post101.Sentence1	AE	profuse sweating
cymbalta.Post101.Sentence1	AE	decreased appetite
cymbalta.Post101.Sentence5	AE	decreased libido
cymbalta.Post101.Sentence5	AE	difficult time being interested on an intimate level
cymbalta.Post101.Sentence6	AE	sweating
cymbalta.Post101.Sentence7	AE	sweat so profusely
cymbalta.Post102.Sentence1	AE	decreased appetite
cymbalta.Post102.Sentence1	AE	nausea (went away after a few days)
cymbalta.Post102.Sentence1	AE	some sudden dizzy spells
cymbalta.Post102.Sentence1	AE	constipation
cymbalta.Post102.Sentence1	AE	gas
cymbalta.Post102.Sentence2	SSI	depression
cymbalta.Post103.Sentence1	AE	dry mouth
cymbalta.Post103.Sentence1	AE	headaches
cymbalta.Post103.Sentence1	AE	lowered libido
cymbalta.Post103.Sentence1	AE	hot flashes
cymbalta.Post103.Sentence1	AE	irregular sleep pattern
cymbalta.Post103.Sentence1	AE	insomnia like
cymbalta.Post103.Sentence1	AE	hitting "wall"
cymbalta.Post103.Sentence1	AE	brain stops working
cymbalta.Post103.Sentence1	AE	poor short term memory
cymbalta.Post103.Sentence1	AE	fatigue
cymbalta.Post103.Sentence3	AE	cognition got noticeably worse
cymbalta.Post103.Sentence3	AE	fatigue got much worse
cymbalta.Post104.Sentence1	AE	PROFUSE SWEATING
cymbalta.Post104.Sentence1	AE	get to the point of soaking
cymbalta.Post104.Sentence1	AE	dripping sweat
cymbalta.Post104.Sentence1	AE	soaked clothes, bed, chair, car seat
cymbalta.Post104.Sentence4	AE	constant insomnia
cymbalta.Post104.Sentence4	AE	caffeine intolerant
cymbalta.Post104.Sentence4	AE	weight started increasing
cymbalta.Post104.Sentence4	AE	40 pounds heavier
cymbalta.Post104.Sentence5	AE	Isolating
cymbalta.Post104.Sentence5	AE	fuzzy headed
cymbalta.Post104.Sentence5	AE	poorer concentration
cymbalta.Post104.Sentence7	AE	decreased ability to orgasm
cymbalta.Post104.Sentence8	SSI	depression
cymbalta.Post105.Sentence8	SSI	depression
cymbalta.Post107.Sentence1	AE	complete indifference towards sex
cymbalta.Post107.Sentence1	AE	inability to get an erection
cymbalta.Post107.Sentence1	AE	severe pain in my right jaw
cymbalta.Post107.Sentence1	AE	headache
cymbalta.Post107.Sentence1	AE	nausea
cymbalta.Post107.Sentence1	AE	an odd gag reflex
cymbalta.Post107.Sentence1	AE	insomnia
cymbalta.Post107.Sentence1	AE	feeling of being "strung out"
cymbalta.Post107.Sentence3	AE	total impotence
cymbalta.Post107.Sentence3	AE	permanent sexual effect
cymbalta.Post108.Sentence1	AE	gain a quick 15 pounds
cymbalta.Post109.Sentence1	AE	Emotionally numb
cymbalta.Post109.Sentence1	AE	wasn't happy or sad
cymbalta.Post109.Sentence2	AE	No libido at all
cymbalta.Post109.Sentence2	AE	unable to orgasm from sex
cymbalta.Post110.Sentence3	AE	Lost 10 pounds
cymbalta.Post110.Sentence4	AE	not being able to eat
cymbalta.Post110.Sentence7	SSI	depressed
cymbalta.Post111.Sentence1	AE	stomach cramping the first couple of days
cymbalta.Post111.Sentence2	AE	made me very hungry when I first started
cymbalta.Post111.Sentence3	SSI	anxiety
cymbalta.Post111.Sentence3	SSI	 chronic depression
cymbalta.Post111.Sentence4	SSI	anxiety
cymbalta.Post111.Sentence5	SSI	anxiety
cymbalta.Post111.Sentence6	SSI	depression
cymbalta.Post111.Sentence6	SSI	depression
cymbalta.Post111.Sentence9	SSI	depression
cymbalta.Post112.Sentence1	AE	vivid dreams
cymbalta.Post112.Sentence1	AE	clenching of the jaw
cymbalta.Post112.Sentence1	AE	dry mouth
cymbalta.Post112.Sentence1	AE	night sweats
cymbalta.Post112.Sentence1	AE	interupted sleep
cymbalta.Post112.Sentence1	AE	insomnia
cymbalta.Post112.Sentence1	AE	weight gain
cymbalta.Post112.Sentence1	AE	craving carbs
cymbalta.Post112.Sentence1	AE	binge eating
cymbalta.Post112.Sentence1	AE	weak joints
cymbalta.Post112.Sentence1	AE	muscle tiredness
cymbalta.Post112.Sentence1	AE	emotional numbness
cymbalta.Post112.Sentence1	AE	feeling of not caring about anything 
cymbalta.Post112.Sentence1	AE	itching
cymbalta.Post112.Sentence1	AE	excessive yawning 
cymbalta.Post112.Sentence1	AE	tiredness
cymbalta.Post112.Sentence1	AE	short attention span
cymbalta.Post112.Sentence4	AE	gained 14lbs
cymbalta.Post112.Sentence4	AE	craving carbs
cymbalta.Post112.Sentence4	AE	binge eating
cymbalta.Post112.Sentence5	AE	emotional numbness
cymbalta.Post112.Sentence5	AE	@ risk of losing my partner
cymbalta.Post112.Sentence5	AE	no feelings
cymbalta.Post112.Sentence5	AE	dont seem 2 care how much i hurt him
cymbalta.Post112.Sentence5	AE	feel like ill lose my friends & family
cymbalta.Post113.Sentence1	AE	Catatonic
cymbalta.Post113.Sentence1	AE	no emotion
cymbalta.Post113.Sentence2	AE	irregular heartbeat
cymbalta.Post113.Sentence6	AE	had no emotion
cymbalta.Post114.Sentence1	AE	loss of appetite
cymbalta.Post114.Sentence1	AE	weight loss
cymbalta.Post114.Sentence1	AE	nausea (subsided after a few days)
cymbalta.Post114.Sentence5	AE	loss of appetite
cymbalta.Post114.Sentence5	AE	weight loss
cymbalta.Post115.Sentence1	AE	real nausious
cymbalta.Post115.Sentence3	AE	tired 
cymbalta.Post115.Sentence3	AE	weight gain
cymbalta.Post116.Sentence4	AE	Rapid heart beat
cymbalta.Post116.Sentence8	AE	Mild headaches
cymbalta.Post116.Sentence9	AE	Lightheadedness
cymbalta.Post116.Sentence10	AE	occasional feeling of heaviness in my calves
cymbalta.Post116.Sentence12	AE	Still feel lightheaded
cymbalta.Post117.Sentence1	AE	constant numbness on the right side of my body
cymbalta.Post117.Sentence1	AE	tingling fingers
cymbalta.Post117.Sentence1	AE	extreme yawning
cymbalta.Post117.Sentence1	AE	trouble staying asleep
cymbalta.Post117.Sentence1	AE	anxiety
cymbalta.Post117.Sentence1	AE	accelerated heart rate 
cymbalta.Post117.Sentence1	AE	sweating 
cymbalta.Post117.Sentence1	AE	constipation
cymbalta.Post117.Sentence1	AE	loss of appetite
cymbalta.Post117.Sentence4	AE	extreme numbness
cymbalta.Post117.Sentence4	AE	tingling on my right hand
cymbalta.Post118.Sentence1	AE	decreased appetite
cymbalta.Post118.Sentence1	AE	fatigue
cymbalta.Post118.Sentence1	AE	a little "foggy"
cymbalta.Post118.Sentence4	SSI	depression
cymbalta.Post118.Sentence4	SSI	fatigue
cymbalta.Post118.Sentence5	AE	decreased appetite
cymbalta.Post119.Sentence2	AE	Long term: extremely graphic nightmares
cymbalta.Post119.Sentence3	AE	weight gain
cymbalta.Post119.Sentence3	AE	sexual side effects
cymbalta.Post119.Sentence5	AE	major depressive episodes
cymbalta.Post119.Sentence5	AE	invasive thoughts
cymbalta.Post120.Sentence1	AE	gained 30 lbs
cymbalta.Post120.Sentence2	AE	overweight
cymbalta.Post120.Sentence3	AE	cholesterol has jumped up
cymbalta.Post120.Sentence5	AE	Very sleepy all the time
cymbalta.Post120.Sentence6	AE	Hard time focusing
cymbalta.Post120.Sentence10	SSI	depression
cymbalta.Post120.Sentence11	AE	extra 30 lbs
cymbalta.Post120.Sentence12	AE	weight issue
cymbalta.Post120.Sentence13	AE	very hungry
cymbalta.Post120.Sentence15	AE	mostly numb
cymbalta.Post121.Sentence1	AE	Vivid dreams
cymbalta.Post121.Sentence2	AE	Increased sex drive
cymbalta.Post121.Sentence2	AE	reduced appetite
cymbalta.Post121.Sentence2	AE	neck pain
cymbalta.Post121.Sentence3	AE	eyes (swollen)
cymbalta.Post121.Sentence3	AE	scalp (scratching)
cymbalta.Post121.Sentence4	AE	can't read
cymbalta.Post121.Sentence4	AE	eyelids are swollen
cymbalta.Post121.Sentence5	AE	affects sleep patterns
cymbalta.Post121.Sentence5	AE	exhausted earlier
cymbalta.Post121.Sentence5	AE	can't sleep well
cymbalta.Post121.Sentence7	AE	so angry
cymbalta.Post121.Sentence7	AE	biting off everyone's head
cymbalta.Post121.Sentence8	AE	dryness
cymbalta.Post122.Sentence1	AE	somnolence
cymbalta.Post122.Sentence1	AE	loss of libido
cymbalta.Post123.Sentence1	AE	insomnia
cymbalta.Post123.Sentence1	AE	loss of appetite
cymbalta.Post123.Sentence4	AE	mind raced at 100 miles a minute
cymbalta.Post123.Sentence4	AE	body was exhausted
cymbalta.Post123.Sentence4	AE	sleep was slim
cymbalta.Post123.Sentence5	AE	loss of appetite
cymbalta.Post123.Sentence5	AE	couldn't function 
cymbalta.Post123.Sentence5	AE	only 5 hours of sleep in 10 days
cymbalta.Post124.Sentence1	AE	felt sick when working out
cymbalta.Post124.Sentence1	AE	shaking
cymbalta.Post124.Sentence3	SSI	depression
cymbalta.Post124.Sentence4	AE	highs and lows all the time
cymbalta.Post124.Sentence5	AE	wanna go out or stay in bed
cymbalta.Post125.Sentence1	AE	Sweating
cymbalta.Post125.Sentence1	AE	hand tremors
cymbalta.Post125.Sentence1	AE	racing heart
cymbalta.Post125.Sentence1	AE	insomnia
cymbalta.Post125.Sentence1	AE	bizarre dreams
cymbalta.Post125.Sentence2	SSI	 depression
cymbalta.Post125.Sentence4	SSI	anxiety
cymbalta.Post126.Sentence3	AE	completely "flat" emotionally
cymbalta.Post127.Sentence1	AE	disrupted sleep
cymbalta.Post127.Sentence1	AE	waking up every hour
cymbalta.Post127.Sentence1	AE	night sweats
cymbalta.Post127.Sentence1	AE	craving for sugar
cymbalta.Post127.Sentence1	AE	low motivation
cymbalta.Post127.Sentence2	AE	completely sleepless
cymbalta.Post127.Sentence3	AE	cravings for sweets
cymbalta.Post127.Sentence4	AE	feel like a junkie
cymbalta.Post128.Sentence1	AE	major constipation
cymbalta.Post128.Sentence1	AE	weight gain
cymbalta.Post128.Sentence1	AE	night sweats
cymbalta.Post128.Sentence2	AE	constipation
cymbalta.Post128.Sentence2	AE	sweating
cymbalta.Post128.Sentence3	AE	hair would be drenched
cymbalta.Post128.Sentence4	AE	wake up nightly with soaked clothes
cymbalta.Post128.Sentence5	AE	exhaustion
cymbalta.Post128.Sentence5	AE	not getting full nights' sleep
cymbalta.Post128.Sentence6	SSI	depressed
cymbalta.Post129.Sentence1	AE	extreme dry mouth
cymbalta.Post129.Sentence1	AE	constantly felt as if something was stuck in my throat
cymbalta.Post129.Sentence1	AE	panic attack
cymbalta.Post129.Sentence1	AE	decreased appetite
cymbalta.Post129.Sentence1	AE	severe insomnia
cymbalta.Post129.Sentence2	SSI	depression
cymbalta.Post129.Sentence3	AE	barely slept
cymbalta.Post129.Sentence3	AE	lost over 6 pounds
cymbalta.Post129.Sentence3	AE	thought of food would make me sick to my stomach
cymbalta.Post129.Sentence4	AE	constantly drinking water
cymbalta.Post130.Sentence1	AE	Nausea
cymbalta.Post130.Sentence1	AE	diarrhea
cymbalta.Post130.Sentence1	AE	upset stomach
cymbalta.Post130.Sentence1	AE	dry mouth
cymbalta.Post130.Sentence1	AE	sleepiness
cymbalta.Post130.Sentence2	AE	extreme runs
cymbalta.Post130.Sentence3	AE	Upset stomach
cymbalta.Post130.Sentence3	AE	no appetite
cymbalta.Post130.Sentence4	SSI	anxious 
cymbalta.Post130.Sentence4	SSI	 depressed
cymbalta.Post131.Sentence1	AE	not being able to move
cymbalta.Post131.Sentence1	AE	blurred vision
cymbalta.Post131.Sentence1	AE	nausea
cymbalta.Post131.Sentence1	AE	excessive sleepiness
cymbalta.Post131.Sentence1	AE	inability to sleep
cymbalta.Post131.Sentence2	AE	libido started taking strain
cymbalta.Post131.Sentence2	AE	trouble sleeping
cymbalta.Post131.Sentence2	AE	excessive sleepiness
cymbalta.Post131.Sentence3	SSI	felt in control again
cymbalta.Post131.Sentence3	SSI	stupid chores didn't seem like such a big deal
cymbalta.Post131.Sentence5	AE	Needing a nap every afternoon
cymbalta.Post131.Sentence7	SSI	didn't feel like my mood was lifted sufficiently
cymbalta.Post131.Sentence7	SSI	manic
cymbalta.Post132.Sentence1	AE	Nausea
cymbalta.Post132.Sentence1	AE	vertigo
cymbalta.Post132.Sentence1	AE	extreme fatigue
cymbalta.Post132.Sentence3	AE	nausea subsided
cymbalta.Post132.Sentence3	AE	fatigue
cymbalta.Post132.Sentence3	AE	horrible night sweats
cymbalta.Post132.Sentence4	AE	very low libido
cymbalta.Post132.Sentence4	AE	anorgasmic (difficulty achieving orgasm)
cymbalta.Post133.Sentence1	AE	dry mouth
cymbalta.Post133.Sentence1	AE	insomnia
cymbalta.Post133.Sentence1	AE	anxiety
cymbalta.Post133.Sentence2	SSI	residual anxiety
cymbalta.Post134.Sentence2	AE	Major constipation
cymbalta.Post134.Sentence3	AE	Confusion is really bad
cymbalta.Post134.Sentence3	AE	lack of concentration is very bad
cymbalta.Post134.Sentence4	AE	Short term memory loss
cymbalta.Post134.Sentence5	AE	Loss interest in doing anything
cymbalta.Post134.Sentence6	AE	no interest in usual pastimes
cymbalta.Post134.Sentence7	AE	lost touch with all my friends 
cymbalta.Post134.Sentence7	AE	no interest in seeing them
cymbalta.Post134.Sentence8	SSI	anxiety
cymbalta.Post134.Sentence10	SSI	anxiety
cymbalta.Post134.Sentence11	SSI	depression
cymbalta.Post135.Sentence1	AE	severe joint discomfort in my wrists
cymbalta.Post135.Sentence4	AE	major joint discomfort in my wrists
cymbalta.Post135.Sentence5	AE	weight loss
cymbalta.Post135.Sentence5	AE	heart palpatations
cymbalta.Post135.Sentence5	AE	extreme dreams
cymbalta.Post136.Sentence1	AE	spaced out
cymbalta.Post136.Sentence1	AE	difficulty sleeping
cymbalta.Post136.Sentence1	AE	headaches(shocks)
cymbalta.Post136.Sentence1	AE	night sweats
cymbalta.Post136.Sentence3	SSI	anxiety
cymbalta.Post136.Sentence3	SSI	 dressions
cymbalta.Post136.Sentence4	SSI	anxiety attacks
cymbalta.Post136.Sentence4	SSI	depression
cymbalta.Post136.Sentence4	SSI	sadness
cymbalta.Post136.Sentence4	SSI	anger
cymbalta.Post136.Sentence6	AE	night sweats
cymbalta.Post137.Sentence1	AE	Night sweats
cymbalta.Post137.Sentence1	AE	constipation
cymbalta.Post137.Sentence1	AE	taking longer to climax 
cymbalta.Post137.Sentence4	SSI	depressed
cymbalta.Post138.Sentence2	AE	a bit sleepy
cymbalta.Post138.Sentence2	AE	frequent waking at night
cymbalta.Post138.Sentence2	AE	very vivid, weird dreams
cymbalta.Post140.Sentence1	AE	very tired
cymbalta.Post140.Sentence2	AE	head fog
cymbalta.Post140.Sentence4	AE	tingling for the first 5 days
cymbalta.Post140.Sentence8	AE	tingling feeling
cymbalta.Post140.Sentence8	AE	turn my head my brain is a bit behind
cymbalta.Post141.Sentence1	AE	sweating at night 
cymbalta.Post141.Sentence1	AE	clothes are drenched
cymbalta.Post141.Sentence2	AE	a lot of gas
cymbalta.Post141.Sentence2	AE	some constipation
cymbalta.Post141.Sentence3	AE	irritated
cymbalta.Post142.Sentence1	AE	dry mouth
cymbalta.Post142.Sentence3	SSI	depression
cymbalta.Post143.Sentence1	AE	memory loss
cymbalta.Post143.Sentence2	AE	unable to recall names
cymbalta.Post143.Sentence2	AE	diarrhea
cymbalta.Post143.Sentence2	AE	delayed processing
cymbalta.Post143.Sentence2	AE	insomnia
cymbalta.Post143.Sentence2	AE	fatigue
cymbalta.Post143.Sentence3	AE	Some hair loss
cymbalta.Post143.Sentence3	AE	some weight loss
cymbalta.Post143.Sentence5	SSI	paralyzing depression
cymbalta.Post143.Sentence8	SSI	depression
cymbalta.Post144.Sentence1	AE	a bit of sleepiness initially
cymbalta.Post144.Sentence2	SSI	depression
cymbalta.Post145.Sentence1	AE	dry mouth
cymbalta.Post145.Sentence1	AE	metallic tast
cymbalta.Post145.Sentence1	AE	clinching jaws
cymbalta.Post145.Sentence1	AE	headache
cymbalta.Post145.Sentence1	AE	gum pain
cymbalta.Post145.Sentence1	AE	neck pain
cymbalta.Post145.Sentence2	AE	dry mouth
cymbalta.Post145.Sentence2	SSI	depression
cymbalta.Post145.Sentence3	SSI	DEPRESSION
cymbalta.Post145.Sentence6	AE	clinching
cymbalta.Post146.Sentence1	AE	nausea
cymbalta.Post146.Sentence1	AE	cotton mouth
cymbalta.Post146.Sentence1	AE	lack of appetite
cymbalta.Post147.Sentence3	AE	Vivid dreams
cymbalta.Post147.Sentence4	AE	Decreased appetite
cymbalta.Post147.Sentence5	AE	Diarrhea
cymbalta.Post147.Sentence13	AE	digestive issues
cymbalta.Post148.Sentence1	AE	dry mouth(first couple days)
cymbalta.Post148.Sentence1	AE	tremors(spasms)
cymbalta.Post148.Sentence1	AE	sleeping more
cymbalta.Post148.Sentence1	AE	loss of energy
cymbalta.Post148.Sentence1	AE	sweating
cymbalta.Post148.Sentence1	AE	lost interest in sex
cymbalta.Post148.Sentence1	AE	trouble climaxing
cymbalta.Post150.Sentence1	AE	Not sleeping
cymbalta.Post150.Sentence1	AE	chills
cymbalta.Post150.Sentence1	AE	fever
cymbalta.Post150.Sentence1	AE	inability to drink alcohol
cymbalta.Post150.Sentence5	SSI	doom
cymbalta.Post150.Sentence5	SSI	gloom
cymbalta.Post150.Sentence7	AE	sleep a few hours a night
cymbalta.Post150.Sentence7	AE	chills
cymbalta.Post150.Sentence7	AE	feel like I am on speed or extacy
cymbalta.Post151.Sentence1	AE	Decreased libido
cymbalta.Post152.Sentence1	AE	insomnia
cymbalta.Post152.Sentence2	AE	heart palpitations
cymbalta.Post152.Sentence2	AE	awake 3-4X a night
cymbalta.Post152.Sentence4	AE	sweating (clammy feeling)
cymbalta.Post153.Sentence1	AE	horrible migraines
cymbalta.Post153.Sentence1	AE	more frequency and higher degree of pain with headaches
cymbalta.Post153.Sentence1	SSI	migraines
cymbalta.Post153.Sentence1	SSI	depression
cymbalta.Post153.Sentence2	AE	extreme migraines
cymbalta.Post153.Sentence2	AE	migraines
cymbalta.Post154.Sentence3	SSI	depression
cymbalta.Post156.Sentence1	AE	Racing brain
cymbalta.Post156.Sentence1	AE	not sleep well
cymbalta.Post156.Sentence1	AE	dry mouth
cymbalta.Post156.Sentence1	AE	sexual disfunction
cymbalta.Post156.Sentence1	AE	bad memory
cymbalta.Post156.Sentence1	AE	bad dreams
cymbalta.Post156.Sentence1	AE	endless energy
cymbalta.Post156.Sentence4	SSI	pain
cymbalta.Post156.Sentence4	SSI	neuropathy
cymbalta.Post156.Sentence4	SSI	depression
cymbalta.Post156.Sentence8	SSI	dark depression
cymbalta.Post156.Sentence8	SSI	pain
cymbalta.Post157.Sentence1	AE	sweats
cymbalta.Post157.Sentence1	AE	weight gain
cymbalta.Post157.Sentence1	AE	dry mouth at beginning
cymbalta.Post158.Sentence1	AE	little sleepy at first
cymbalta.Post158.Sentence2	AE	Loss of appetite
cymbalta.Post158.Sentence2	AE	weight loss
cymbalta.Post158.Sentence2	AE	a bit of a headache
cymbalta.Post159.Sentence1	AE	lasted a week or so - bug eyed
cymbalta.Post159.Sentence2	AE	down 2 sizes
cymbalta.Post159.Sentence6	AE	finger pads seem wrinkly
cymbalta.Post159.Sentence8	AE	sugar craving
cymbalta.Post159.Sentence12	SSI	suicidal ideation
cymbalta.Post159.Sentence12	SSI	 dysphoria
cymbalta.Post159.Sentence12	SSI	 depression
cymbalta.Post159.Sentence17	SSI	rumination
cymbalta.Post160.Sentence1	AE	severe night sweats
cymbalta.Post160.Sentence1	AE	increased sweating during the day
cymbalta.Post160.Sentence2	AE	intense headaches for the first 3 days
cymbalta.Post160.Sentence2	SSI	depression "fog"
cymbalta.Post160.Sentence2	SSI	weighed down by my thoughts
cymbalta.Post160.Sentence3	AE	intense sweating
cymbalta.Post160.Sentence3	AE	losing lots of sleep
cymbalta.Post160.Sentence4	AE	soaked with sweat
cymbalta.Post160.Sentence5	SSI	depressed
cymbalta.Post161.Sentence1	AE	some fatigue
cymbalta.Post161.Sentence1	AE	decreased sex drive
cymbalta.Post161.Sentence1	AE	slightly less appetite
cymbalta.Post161.Sentence3	SSI	depression
cymbalta.Post161.Sentence3	SSI	obsessive thinking
cymbalta.Post161.Sentence5	AE	feelings are slightly muted
cymbalta.Post162.Sentence1	AE	Constipation
cymbalta.Post162.Sentence1	AE	vivid dreams
cymbalta.Post162.Sentence1	AE	restless sleep patterns
cymbalta.Post162.Sentence3	SSI	feel tired
cymbalta.Post162.Sentence3	SSI	cry
cymbalta.Post162.Sentence4	SSI	trembling
cymbalta.Post162.Sentence4	SSI	sappy mess
cymbalta.Post162.Sentence4	SSI	could not think about holding a job
cymbalta.Post164.Sentence1	AE	terribly tired for months
cymbalta.Post164.Sentence3	AE	moderate insomnia
cymbalta.Post164.Sentence8	SSI	tired
cymbalta.Post164.Sentence8	SSI	food cravings
cymbalta.Post166.Sentence3	AE	Some stomach discomfort occasionally for a few minutes
cymbalta.Post166.Sentence4	AE	can't stop yawning
cymbalta.Post166.Sentence6	AE	lost weight
cymbalta.Post166.Sentence7	SSI	 depression
cymbalta.Post166.Sentence7	SSI	anxiety
cymbalta.Post166.Sentence8	AE	gained back all of the weight I lost
cymbalta.Post166.Sentence8	AE	big appetite
cymbalta.Post167.Sentence1	AE	major decrease in my appetite
cymbalta.Post167.Sentence1	AE	a lot of trouble sleeping
cymbalta.Post168.Sentence1	AE	nausea
cymbalta.Post168.Sentence3	AE	problems sleeping thru the night
cymbalta.Post168.Sentence4	AE	decreased appetite
cymbalta.Post168.Sentence4	AE	leg twitching (can't sit still)
cymbalta.Post168.Sentence6	AE	dry mouth
cymbalta.Post169.Sentence1	AE	vertigo
cymbalta.Post169.Sentence1	AE	sweating
cymbalta.Post169.Sentence1	AE	vivid dreams
cymbalta.Post169.Sentence5	SSI	 joint pain
cymbalta.Post169.Sentence5	SSI	depression
cymbalta.Post169.Sentence8	SSI	 joint pain
cymbalta.Post169.Sentence10	SSI	fibromyalgia
cymbalta.Post169.Sentence10	SSI	 pain 
cymbalta.Post169.Sentence10	SSI	depression
cymbalta.Post169.Sentence11	AE	sweat
